Name,Team,POS,ADP,IP,mERA,mWHIP,mSO,mQS,mSVHLD,PTS,aPOS,Dollars,PlayerId
"Alex Lange","DET","RP",217,65,-0.923623975071686,-5.711735632012208,-5.885289166715854,-5.753388976757579,8.436734022707837,-9.837303727849493,11.882027289707361,3.0447235618578694,"19883"
"Cody Morris","CLE","SP",389.6600036621094,69.9039,0.5133471728219755,-0.5645740794184647,-4.834983601332203,-4.604449689990752,-3.354029207173923,-12.844689405093368,14.737972710292768,2.893283305199401,"25388"
"Hunter Brown","HOU","SP",257.8999938964844,99.5429,1.77164946572662,-5.751333364125375,-1.9359247985960262,-1.8916722282417582,-5.262116641546126,-13.069397566782664,14.737972710292768,2.6685751435101044,"25880"
"Patrick Sandoval","LAA","SP",211.33999633789062,166.395,-5.0440369436119825,-12.42806110701934,4.228874421209633,5.722497780584793,-5.6090416211510945,-13.129767469987993,14.737972710292768,2.6082052403047777,"19447"
"Matt Bush","MIL","RP",588,63,-0.18040840397320523,-0.335231222905799,-5.3830681024233655,-5.753388976757579,1.2930161208235345,-10.359080585236415,11.882027289707361,2.522946704470948,"1246"
"Tanner Scott","MIA","RP",529.969970703125,63,2.784463894271384,-5.738864191034655,-5.116769378998317,-5.753388976757579,3.3003290212668497,-10.524229631252316,11.882027289707361,2.357797658455043,"17586"
"Collin McHugh","ATL","RP",687.7899780273438,66,-1.233572646252325,-0.7470365799034598,-6.02624647621472,-5.753388976757579,3.1293655727383407,-10.630879106389742,11.882027289707361,2.2511481833176186,"7531"
"Joe Jimenez","ATL","RP",602.719970703125,63,-1.2385645103267966,-0.27012865956935844,-5.268061720376464,-5.753388976757579,1.8344876926962828,-10.695656174333916,11.882027289707361,2.186371115373444,"15761"
"Julio Urias","LAD","SP",58.970001220703125,190.238,-15.117762188601072,-5.866072111919686,6.02712593382524,6.930317941076373,-5.6090416211510945,-13.635432046770243,14.737972710292768,2.102540663522527,"14765"
"Seranthony Dominguez","PHI","RP",248.5500030517578,67,-0.3223587218536722,-4.412215188844362,-5.355374555188692,-5.753388976757579,4.956500192980957,-10.88683724966335,11.882027289707361,1.9951900400440126,"19249"
"Robert Suarez","SDP","RP",449.8299865722656,65,0.3702519364612094,-1.7076233607011693,-5.821138415342088,-5.753388976757579,1.8233469579154322,-11.088551858424195,11.882027289707361,1.7934754312831673,"30115"
"Joe Kelly","CHW","RP",717.6900024414062,63,2.6835027154974265,-3.6097530086729717,-5.664704652471213,-5.753388976757579,1.2477763570520786,-11.096567565352258,11.882027289707361,1.7854597243551042,"9761"
"Jose Leclerc","TEX","RP",170.27999877929688,67,-3.9070360558460058,-4.622348472036159,-5.46163766661782,-5.753388976757579,8.459796949812937,-11.284614221444627,11.882027289707361,1.5974130682627328,"14524"
"Triston McKenzie","CLE","SP",84.27999877929688,183.509,-16.530784459032454,-5.453986163692308,6.953661460257571,6.334375340685029,-5.6090416211510945,-14.305775442933255,14.737972710292768,1.432197267359512,"18000"
"Brusdar Graterol","LAD","RP",438.92999267578125,62,0.6630833819481161,-2.612118396248815,-6.8859369996298305,-5.753388976757579,3.1270226895443827,-11.461338301143723,11.882027289707361,1.420688988563637,"20367"
"Trevor Rogers","MIA","SP",246.07000732421875,129.936,-5.111840284091547,-6.569572155328148,0.7920775655820987,1.7869520430703218,-5.299651613745927,-14.402034444513202,14.737972710292768,1.3359382657795669,"22286"
"Erik Swanson","TOR","RP",514.280029296875,65,-2.6202362718453958,0.8055079778806702,-6.311003759022707,-5.753388976757579,2.232899845320635,-11.646221184424375,11.882027289707361,1.2358061052829872,"16587"
"Diego Castillo","SEA","RP",587.8300170898438,63,-0.20487366132177828,-2.7064136197783863,-6.437787706592131,-5.753388976757579,3.3603017917729354,-11.742162172676936,11.882027289707361,1.1398651170304248,"17496"
"Tommy Kahnle","NYY","RP",648.3099975585938,60,0.16906160680159057,-0.7354498187510424,-6.51557769918515,-5.753388976757579,0.9533275981848188,-11.882027289707361,11.882027289707361,1,"11384"
"Jon Gray","TEX","SP",188.33999633789062,174.193,-10.964731781991336,-9.179803708290157,5.378165193688928,5.637439207450888,-5.6090416211510945,-14.737972710292768,14.737972710292768,1,"14916"
"Jordan Hicks","STL","RP",676.2100219726562,62,2.948060121016749,-4.50173197670033,-5.99032257733435,-5.753388976757579,1.3109767979341607,-11.986406611841348,11.882027289707361,0.895620677866013,"19618"
"Kendall Graveman","CHW","RP",247.7899932861328,68,-1.8326974006626477,-5.821950201979513,-6.149642222943177,-5.753388976757579,7.433129299365344,-12.124549502977574,11.882027289707361,0.7574777867297883,"15514"
"Elieser Hernandez","NYM","SP/RP",718.6599731445312,60.7228,-3.0803883208687983,1.6284616705738408,-6.4337691617679935,-5.291749391338358,-2.1890922264619803,-15.366537429863287,14.737972710292768,0.3714352804294807,"16933"
"Hector Neris","HOU","RP",623.760009765625,66,-2.021449688343564,-1.9264683201567827,-5.610461636408576,-5.753388976757579,2.5934120518083454,-12.718356569858155,11.882027289707361,0.16367071984920512,"11804"
"James Karinchak","CLE","RP",373.760009765625,66,-0.9350853968493974,-3.876243510241521,-4.457601632862877,-5.753388976757579,2.269861943109452,-12.752457573601923,11.882027289707361,0.12956971610543855,"20151"
"Brady Singer","KCR","SP",175.13999938964844,183.508,-9.360709145042545,-12.279179759581625,4.6404914885733755,6.9857852918599885,-5.6090416211510945,-15.622653745341898,14.737972710292768,0.1153189649508709,"25377"
"Jonathan Loaisiga","NYY","RP",573.2100219726562,66,0.33649165865057884,-3.4095685888235394,-6.71228457132997,-5.753388976757579,2.699925732754794,-12.838824745505717,11.882027289707361,0.04320254420164438,"19753"
"Hunter Harvey","WSN","RP",516.6900024414062,62,-1.704896418028818,-2.317833171951332,-6.31346152974104,-5.753388976757579,2.9456989708209322,-13.143881125657837,11.882027289707361,-0.2618538359504763,"15507"
"Jesus Luzardo","MIA","SP",142.4499969482422,146.48,-7.429036638691685,-10.181002569115588,3.077639612435545,3.984823747289769,-5.6090416211510945,-16.156617469233055,14.737972710292768,-0.4186447589402853,"19959"
"Joe Ryan","MIN","SP",139.47999572753906,166.289,-16.11313708233687,-3.980870303686966,4.825858284907148,4.657631307955302,-5.6090416211510945,-16.21955941431248,14.737972710292768,-0.48158670401971193,"21390"
"Logan Webb","SFG","SP",110.76000213623047,193.329,-7.567502896899141,-15.393873714281925,4.181718493837453,8.010663489276133,-5.6090416211510945,-16.37803624921857,14.737972710292768,-0.6400635389258054,"17995"
"Aroldis Chapman","KCR","RP",326.0299987792969,63,0.5633100257083594,-5.926289850945121,-5.18095274843072,-5.753388976757579,2.7710392380417304,-13.526282312383334,11.882027289707361,-0.6442550226759716,"10233"
"Chris Bassitt","TOR","SP",150.33999633789062,179.886,-13.045285040958902,-7.4835853312426925,3.563294780197533,6.180267687564648,-5.6090416211510945,-16.394349525590506,14.737972710292768,-0.6563768152977376,"12304"
